ReviewTitle,ReviewBody,ReviewStar,Product,division
"Not satisfied
","I bought this product four months back and now the mic is not working
",1,Sennheiser CX 6.0BT,negative
"Not truly Sennheiser
","Not a great product from a reputable company
",2,Sennheiser CX 6.0BT,negative
"Average
","Sound quality is not so great as expected. It’s a mere disappointment
",3,Sennheiser CX 6.0BT,neutral
"Right ear plug stoped working
","They are the best one to go for In this price .But after using it for six months right ear plug stoped working .
",2,Sennheiser CX 6.0BT,negative
"My experience of sennheiser CX275s headset
","Sound quality not as ebough as I expected at this price range overall sound quality average its not a value for money product.
",3,Sennheiser CX 6.0BT,neutral
"Jack broken in 2 months
","Meterial is not good. The jack got broken in 2 months only
",2,Sennheiser CX 6.0BT,negative
"However good sound clarity and bass
","When I got the product first time,  mic wasn't working. after replacement the adapter is not Woking. However good sound clarity and bass ...adapter is useless
",3,Sennheiser CX 6.0BT,neutral
"Ok product
","Ok. Nothing great
",2,Sennheiser CX 6.0BT,negative
"Got broken within a month
","Sound quality is good.But the material quality is very poor, got broken within a month.
",2,Sennheiser CX 6.0BT,negative
"Nice
","Good performance but not may not be worthing Rs.2000/- !
",3,Sennheiser CX 6.0BT,neutral
"Return Sennheiser CX 275
","I seem to Quality of products is not expected as I want,so I want return this product as soon as possible
",1,Sennheiser CX 6.0BT,negative
"Not worth the price
","I have great expection from the headphone but it is emitting a humming noise while dialing numbers in my sony experia t2 ultra.
",2,Sennheiser CX 6.0BT,negative
"Headphones
","Guys it's a waste of money to buy this product. Battery life is not good. For calls it has poor mic
",2,Sennheiser CX 6.0BT,negative
"Don't buy
","Cheap product, sound quality not good
",1,Sennheiser CX 6.0BT,negative
"Very good sound
","Very good sound quality.. Material quality needs to be improved.
",3,Sennheiser CX 6.0BT,neutral
"Cloudtail India worst
","1 star for cloudtail India.....the product seal was already opened.
",1,Sennheiser CX 6.0BT,negative
"Not for bass lovers
","Not for bass lovers. Average bass, but clear voice.
",3,Sennheiser CX 6.0BT,neutral
"Ok
","Ok
",3,Sennheiser CX 6.0BT,neutral
"Good sound, but issues with the mic
","Good sound, but issues with the mic.while making a call, the other person hears more noise than what you are saying...Needs an improved bass.
",3,Sennheiser CX 6.0BT,neutral
"Better earphones available at this price
","Bass can be more better. Sound is great. Adapter cable is not very supportive.
",3,Sennheiser CX 6.0BT,neutral
"Not durable
","I bought this headphones but its cord broke after a year of use. Not durable enough
",2,Sennheiser CX 6.0BT,negative
"Ghatiya wire used.
","Worst earphone. Very easily breakable wire. Not good at all.
",1,Sennheiser CX 6.0BT,negative
"... sound as per the product specification is not that great. Bit disappointed
","The effect of the sound as per the product specification is not that great.  Bit disappointed.
",3,Sennheiser CX 6.0BT,neutral
"Poor build quality
","Left side speeker stopped working and customer service centre don't pick up the phones
",1,Sennheiser CX 6.0BT,negative
"Poor quality
","It is worst product since only one.side if my headphones is working and other side no sound .
",1,Sennheiser CX 6.0BT,negative
"BASS
","LOW BASS AND NOT UPTO EXPECTATIONS
",2,Sennheiser CX 6.0BT,negative
"Loved it
","Everything is perfect but if u love moree bass then don't go for this.. Except this everything perfect
",3,Sennheiser CX 6.0BT,neutral
"Not satisfactory
","Simply waste! Because 8d songs in 250 rupees samsung earphone is very better than Sennheiser cx275s !😭😭😭
",1,Sennheiser CX 6.0BT,negative
"One Star
","9 mm driver with poor bass. old technology
",1,Sennheiser CX 6.0BT,negative
"Worst product
","Worst quality of product and within 3months product has gone without any damages....wire is very thin
",1,Sennheiser CX 6.0BT,negative
"One Star
","Mic not  working.
",1,Sennheiser CX 6.0BT,negative
"Damaged
","Worts product plz don't go for it....
",1,Sennheiser CX 6.0BT,negative
"Not satisfied
","Bass is good no problems, but only if you have small ears, you have to use the biggest earbud to get some thumping bass, the highs and mids are not that good, cant handle higher volumes, returning ,not satisfied, the mids are quite aggressive. Not for bass heads i guess.
",3,Sennheiser CX 6.0BT,neutral
"Not a ""value for money"" product
","Bass is bad and the sound quality doesn't meet my expectation from a company like SENNHEISER
",2,Sennheiser CX 6.0BT,negative
"Not comfortable in ears
","Not very comfortable in the ears. The output is pretty good, but it actually doesn't matter much when it's not comfortable in your ears. They provide various sizes of buds, but nothing has made it comfortable.
",2,Sennheiser CX 6.0BT,negative
"worst product delivery
","please replace the earphone  Sennheiser CX 275 S In -Ear Universal Mobile Headphone With Mic (Black)
",1,Sennheiser CX 6.0BT,negative
"Look for alternative
","It just sound like Local ear phones, Having very poor bass quality.Will not recommend to anyone please.
",2,Sennheiser CX 6.0BT,negative
"below the mark
","for better sound quality one should go for Cx-180 though it is not having mic but much better sound quality.
",1,Sennheiser CX 6.0BT,negative
"Hchc
","Ufug
",3,Sennheiser CX 6.0BT,neutral
"product quality is so bad
","Sound quality is good but the product quality is beyond your expectation. Looks like a 150 rupees footpath headphone. Too weak wires. So i'll rate it 2/5.
",2,Sennheiser CX 6.0BT,negative
"Need more work to be done on it by senhieser
","It must be more better according to its price . But it is ok .!!
",3,Sennheiser CX 6.0BT,neutral
"Three Stars
","Not so good as compared to CX 213.
",3,Sennheiser CX 6.0BT,neutral
"Not durable
","Left head phone stopped working sfter 20 days.Poor response from Sennheiser customer support.
",2,Sennheiser CX 6.0BT,negative
"Bass missing..
","Good headphone, however not value for money.. By paying this much you should expect at least great Bass.. Which is missing..
",3,Sennheiser CX 6.0BT,neutral
"Average quality product
","Sound quality is good but product quality is not upto the mark. Wire breaks after 3 months
",3,Sennheiser CX 6.0BT,neutral
"No value for money
","I had a pair of CX 180 and ordered this one for spouse but sound quality very dissapointing compared to cx 180 with dead bass. For this price you will get more upgrade version from others.
",2,Sennheiser CX 6.0BT,negative
"Product not working properly
","The product is not worth to buy.. it is not working properly... I just bought it few months back..
",1,Sennheiser CX 6.0BT,negative
"3.5mm jack attachment is bad
","This product comes with an attachment of 3.5mm jack. This attachment dumps the sound and produce noise whenever connected with 3.5mm jack.I have ordered this product twice and found same issue with both.
",2,Sennheiser CX 6.0BT,negative
"Worst
","Sound gets detoriated at high level.
",2,Sennheiser CX 6.0BT,negative
"Best sound..poor quality.
","Day 1 review.# poor quality - looks and feels like a 100 rupee earphone# sound - best for me so far. I've been using Samsung akg tuned one.
",3,Sennheiser CX 6.0BT,neutral
"Not worth it.
","In this price segment there r other brands which offer better sound and quality compared to these earphones.
",3,Sennheiser CX 6.0BT,neutral
"Too bad
","Done buy this product this one not worth for 3k, I have returned this package while speaking one side is working and audio is also too low
",1,Sennheiser CX 6.0BT,negative
"Not worth the money
","did not meet the expectation. Not worth the price.
",3,Sennheiser CX 6.0BT,neutral
"1 star looks more to me
","Disastrous sound.Worst pair of earphones fellas.
",1,Sennheiser CX 6.0BT,negative
"Useless headfone
","It was not at all working. Waste of time for all
",1,Sennheiser CX 6.0BT,negative
"Unsatisfactory.
","Not worth the money AT ALL.
",1,Sennheiser CX 6.0BT,negative
"Mic ain’t working
","Mic doesn’t works with iPhone 5s
",1,Sennheiser CX 6.0BT,negative
"Earphones ok but mic people complaint
","ok
",3,Sennheiser CX 6.0BT,neutral
"Nice
","Nice
",3,Sennheiser CX 6.0BT,neutral
"Product is damaged.
","Left side speaker is not working.
",1,Sennheiser CX 6.0BT,negative
"Sound quality
","Pls don't buy it, the sound quality was not much as u expected, not worth of moneyWorst earphones
",1,Sennheiser CX 6.0BT,negative
"The quality of the sound and the mic is very very poor and worthless
","the product is not at all worth money. The quality of the sound and the mic is very very poor and worthless. Never expected such product from Amazon
",1,Sennheiser CX 6.0BT,negative
"They are not good
","It's not good . The sound quality is really bad and not that good . Really disappointed
",1,Sennheiser CX 6.0BT,negative
"Bad product.
","I bought it in june..And now after 3 months of use..it is not working.Bad product..It is not orginal
",1,Sennheiser CX 6.0BT,negative
"Durability is low.
","The pin to be inserted in cellphone broke on 3rd day, please make the material durable and strong.
",3,Sennheiser CX 6.0BT,neutral
"Not good, compared to my Jbl earphones
","It costs around 1400 RS not worth for the value for moneyJbl costs 550 RS has very good quality
",1,Sennheiser CX 6.0BT,negative
"Overpriced
","Sound quality is good..but the product is slightly over priced
",3,Sennheiser CX 6.0BT,neutral
"Dysfunctional earphones
","Have a small issue with my purchase. The key to pick or disconnect call doesn't work. Is there a compatibility issue ? I am using iPhone 6. Kindly help. @ sushil.bhagat@gmail.com
",1,Sennheiser CX 6.0BT,negative
"Two Stars
","Bass is low
",2,Sennheiser CX 6.0BT,negative
"Worst material quality
","Material quality is very worst I bought this on 3/nov/2017 and left side stopped working on mar/2018
",2,Sennheiser CX 6.0BT,negative
"Three Stars
","Been using senheiser for the past three months. Fair product but not much of noise cancellation. Average Bass.
",3,Sennheiser CX 6.0BT,neutral
"Low quality  product
","The product  i received  is not up to the mark. It is having  lot of disturbance while using.
",1,Sennheiser CX 6.0BT,negative
"Don't buy
","Waste of money I bought the product three months ago and the mic is stoped working now.
",1,Sennheiser CX 6.0BT,negative
